Article_id,credibility_withAll,credibility_withoutInline,credibility_withoutUser_Count,credibility__withoutDatabyte,credibility_withoutInline_withMeanTime,credibility__withoutDatabyte_withMeanTime
1973,1982253821173020,1982253821099036,1982253820738739,508265,1982253821099053.0,508281.91275168
1974,17239959516030,17239959217914,17239959423005,391141,17239959217969.611,391196.6122449
1975,11471159137282,11471159111361,11471159132098,31105,11471159111593.193,31337.1928571
1976,463613806,463613610,463613517,485,463615028.590909,1903.590909
1977,6228133454290,6228133450569,6228133448814,9197,6228133450746.802,9374.8021978
1978,5068319315,5068317871,5068319059,1700,5068319595.823529,3424.8235290000002
1979,41975545796547,41975545772522,41975545753283,67289,41975545772606.2,67373.19948187
1980,895887997946574,895887997846718,895887997830974,215456,895887997846744.9,215482.88341544
1981,733297988711938,733297988667417,733297988577249,179210,733297988667454.2,179247.26484018
1985,1028610250,1028609850,1028607546,3104,1028610222.964706,3476.9647059
1986,21628178783,21628178422,21628178527,617,21628179114.282608,1309.2826086999999
1988,2091433858491,2091433849466,2091433839995,27521,2091433849600.6914,27655.691358
1990,26896777664044,26896777290723,26896777578195,459170,26896777290775.676,459222.6742671
1991,509314824,509314724,509314724,200,509317154.272727,2630.272727
1994,63114003016,63113998920,63113996616,10496,63113999180.798386,10756.7983871
1997,58474749941204,58474749907715,58474749933460,41233,58474749907927.266,41445.2662338
1998,1969870909755838,1969870909567482,1969870909468542,475652,1969870909567504.2,475674.3447099
2002,118965667901,118965667757,118965667540,505,118965669043.57143,1791.571429
2003,13331063745152,13331063743216,13331063740927,6161,13331063743455.463,6400.4632353
2004,1496880377,1496879536,1496877673,3545,1496880007.8208954,4016.8208955
2006,1475384635648846,1475384635519246,1475384635268157,510289,1475384635519267.8,510310.84512684
2006,1475384635519246,1475384635519246,1475384635138557,380689,1475384635519267.8,380710.84512684
2007,1078917862137962,1078917862104106,1078917862029721,142097,1078917862104151.1,142142.07310345
2009,8083370909868,8083370867019,8083370885843,66874,8083370867131.27,66986.2698962
2011,13589265916960588,13589265916869384,13589265916581132,470660,1.3589265916869402e+16,470677.32751323
2014,187361394,187361369,187361369,50,187363703.555556,2384.555556
2015,424598264660,424598263139,424598263636,2545,424598263831.7317,3237.7317073
2017,894958057400,894958052639,894958051316,10845,894958052888.1077,11094.1076923
2018,2820375881936,2820375874015,2820375873287,16570,2820375874203.5757,16758.5755814
2019,2584210052019,2584210037135,2584210046835,20068,2584210037400.8823,20333.8823529
2020,232318990957,232318987708,232318986732,7474,232318988021.14563,7787.1456311
2021,88765752684,88765749659,88765749980,5729,88765750058.05063,6128.0506329
2023,126952149264513,126952149246557,126952149222077,60392,126952149246623.48,60458.48065173
2024,78707491919,78707488075,78707488075,7688,78707488411.5,8024.5
2025,12838024225,12838023649,12838023600,1201,12838024484.666666,2036.6666667
2025,12838045850,12838023649,12838045225,22826,12838024484.666666,23661.6666667
2026,11523084105581,11523084070237,11523084096745,44180,11523084070474.045,44417.0444444
2027,45080945322294,45080945310194,45080945294070,40324,45080945310281.6,40411.60483871
2028,228991370,228990794,228990970,976,228991902.75,2084.75
2029,90598631803,90598628322,90598619259,16025,90598628533.86185,16236.8618421
2030,1313996259635832,1313996259551151,1313996259406391,314122,1313996259551182.8,314153.67507274
2032,338416478509,338416470765,338416457193,29060,338416470870.88525,29165.8852459
2036,6292109004436,6292108947792,6292108970947,90133,6292108947879.767,90220.76612903
2037,10965946052803,10965946041987,10965946041567,22052,10965946042183.078,22248.0787879
2038,4061832377,4061831752,4061832181,821,4061833445.111111,2514.111111
2039,50989368729445,50989368721164,50989368719244,18482,50989368721367.99,18685.9936709
2041,16367288978122,16367288952841,16367288802561,200842,16367288952876.738,200877.73770492
2042,17345087091829,17345087065585,17345087081829,36244,17345087065720.605,36379.6058091
2043,56004475451668,56004475435284,56004475447179,20873,56004475435487.21,21076.2115385
2043,56004475458085,56004475435284,56004475453596,27290,56004475435487.21,27493.2115385
2045,295106516021,295106514257,295106457940,59845,295106514347.4088,59935.40883978
2047,5044647822950787,5044647822940178,5044647822810162,151234,5044647822940193.0,151249.28838077
2049,314536445035,314536443666,314536442434,3970,314536444158.1061,4462.1060606
2050,627,626,626,2,6103.0,5479.0
2051,33369790753,33369790312,33369790717,477,33369794246.333332,4411.3333330000005
2052,28495342142000,28495342130336,28495342125100,28564,28495342130433.145,28661.14285714
2053,8931938837715,8931938831631,8931938815514,28285,8931938831732.889,28386.8878505
2057,2137665,2137565,2137544,221,2139961.083333,2617.083333
2061,13733632808826,13733632808601,13733632807737,1314,13733632809202.941,1915.9423077000001
2062,6669277189840,6669277175679,6669277074240,129761,6669277175730.367,129812.36734694
2063,24392428919,24392427895,24392427694,2249,24392428567.25,2921.25
2063,24392431031,24392427895,24392429806,4361,24392428567.25,5033.25
2063,24392441819,24392427895,24392440594,15149,24392428567.25,15821.25
2064,35272811215710,35272811206874,35272811211086,13460,35272811207155.18,13741.1826087
2065,495718682875471,495718682835471,495718682842347,73124,495718682835552.1,73205.11970075
2067,1460107866970240,1460107866837744,1460107866902119,200617,1460107866837775.5,200648.376561
2070,41035178998588,41035178970364,41035178986924,39888,41035178970513.914,40037.9124424
2070,41035178970940,41035178970364,41035178959276,12240,41035178970513.914,12389.9124424
2071,68911,68910,68907,5,69637.5,732.5
2075,110710799972213,110710799885188,110710799935732,123506,110710799885297.97,123615.976431
2076,13072978588419,13072978571519,13072978563770,41549,13072978571625.176,41655.1753247
2077,1166757714764,1166757708835,1166757707195,13498,1166757709109.2222,13772.2222222
2078,31708828496469,31708828485233,31708828494260,13445,31708828485498.758,13710.7560976
2079,258,257,257,2,16220.0,15965.0
2080,21153322439001,21153322432112,21153322434645,11245,21153322432381.582,11514.5811966
2082,571377391664,571377387820,571377381664,13844,571377388028.7484,14052.7483871
2083,1712070763579,1712070755115,1712070749179,22864,1712070755263.9358,23012.9357798
2084,3659749866593487,3659749866531983,3659749866558891,96100,3659749866532070.5,96187.37700535
2085,380950870150043,380950870080347,380950870085018,134721,380950870080390.8,134764.80913978
2086,36832820731,36832820506,36832820535,421,36832822822.85714,2737.857143
2087,67059012832,67059009111,67059007791,8762,67059009382.0,9033.0
2088,41423815295703,41423815284254,41423815283382,23770,41423815284405.76,23921.7570093
2088,41423815296135,41423815284254,41423815283814,24202,41423815284405.76,24353.7570093
2089,38483147900,38483146219,38483138684,10897,38483146443.37241,11121.3724138
2090,1732250072104,1732250070423,1732250072095,1690,1732250072222.7144,3489.714286
2093,55325596246,55325595346,55325594802,2344,55325595891.33898,2889.3389831
2094,752427794,752427650,752427394,544,752428854.259259,1748.259259
2095,4644345627,4644345143,4644345098,1013,4644345957.657143,1827.6571429
2099,748011247484,748011240923,748011243259,10786,748011241210.9733,11073.9732143
2100,3393175253756,3393175252312,3393175251820,3380,3393175252723.6836,3791.6835443
2100,3393175281553,3393175252312,3393175279617,31177,3393175252723.6836,31588.6835443
2101,740298751212713,740298751071337,740298751083113,270976,740298751071379.4,271018.39295039
2102,1171387429571357,1171387429229132,1171387429525132,388450,1171387429229186.8,388504.7458194
2103,1437553691983126,1437553691630290,1437553691928837,407125,1437553691630340.0,407175.10413476
2104,39499988980970,39499988959361,39499988950694,51885,39499988959420.72,51944.71532847
2106,1109337463040,1109337457415,1109337459676,8989,1109337457742.5715,9316.5714286
2108,2247222552988,2247222545244,2247222543384,17348,2247222545426.8193,17530.819209
2110,1400528092204,1400528083740,1400528090355,10313,1400528084068.5251,10641.5252525
2112,2753201310998,2753201308082,2753201309974,3940,2753201308634.6035,4492.6034483
2113,692778107359,692778106683,692778106335,1700,692778107135.9578,2152.9577465
2114,13012269729589,13012269706788,13012269712165,40225,13012269706923.992,40360.9915966
2114,13012269706852,13012269706788,13012269689428,17488,13012269706923.992,17623.9915966
2115,19679906293484,19679906288723,19679906286923,11322,19679906288939.875,11538.8741722
2116,2583489096227398,2583489096162373,2583489096174957,117466,2583489096162425.5,117518.38844302
2117,1764332867683,1764332865082,1764332861599,8685,1764332865338.688,8941.688
2118,3979375285501,3979375284276,3979375278940,7786,3979375284471.1855,7981.1856287
2120,762068955,762067994,762066930,2986,762068517.5084746,3509.5084746
2121,548624649477,548624638868,548624649473,10613,548624649317.3333,21062.33333
2122,1112438270004356,1112438269769131,1112438269696331,543250,1112438269769140.5,543259.510459035
2123,500440793,500440672,500440568,346,500442012.631579,1686.631579
2123,500458628,500440672,500458403,18181,500442012.631579,19521.631579
2125,41464808005,41464807105,41464807564,1341,41464807927.30303,2163.3030303
2126,19221458768350,19221458728350,19221458729541,78809,19221458728431.258,78890.25621891
2127,46936526,46936237,46936490,325,46938367.5,2455.5
2128,65120290570179,65120290500483,65120290567263,72612,65120290500705.125,72834.1241379
2129,399365958133596,399365957980715,399365958087800,198677,399365957980765.94,198727.90965732
2130,2102356705986518,2102356705851829,2102356705881542,239665,2102356705851875.8,239711.74571429
2132,6765206,6765202,6765205,5,6790773.0,25576.0
2132,6765427,6765202,6765426,226,6790773.0,25797.0
2134,1861145069431707,1861145069256146,1861145069331218,276050,1861145069256184.5,276088.60259434
2136,14635501678393,14635501663264,14635501656192,37330,14635501663403.914,37469.9141631
2137,15461082552137,15461082548293,15461082551408,4573,15461082548624.021,4904.0206186
2138,51648302,51648202,51648277,125,51652801.5,4724.5
2139,112922969911397,112922969269796,112922969814053,738945,112922969269845.17,738994.16666667
2140,3604811321893445,3604811321545345,3604811321747521,494024,3604811321545377.0,494056.20295567
2141,2035740729346341,2035740729266817,2035740729322932,102933,2035740729266875.0,102990.9928952
2142,149051131294,149051124570,149051130069,7949,149051124833.26447,8212.2644628
2142,149051128795,149051124570,149051127570,5450,149051124833.26447,5713.2644628
2144,695675430790578,695675430679689,695675430391154,510313,695675430679706.5,510330.51283422
2145,109754829225,109754827376,109754828136,2938,109754828060.40425,3622.4042553
2147,17921870140650,17921870124774,17921870095706,60820,17921870124849.84,60895.83916084
2148,2263892938848,2263892926304,2263892934492,16900,2263892926553.6562,17149.6564885
2148,2263892933529,2263892926304,2263892929173,11581,2263892926553.6562,11830.6564885
2149,2241158712737,2241158702536,2241158712701,10237,2241158706064.625,13765.625
2149,2241158702657,2241158702536,2241158702621,157,2241158706064.625,3685.625
2150,91355453,91355389,91355428,89,91358302.2,3002.2
2151,61611932267,61611930331,61611929242,4961,61611930738.06944,5368.0694444
2151,61611954667,61611930331,61611951642,27361,61611930738.06944,27768.0694444
2152,3360138358147186,3360138358141257,3360138358095657,57458,3360138358141330.5,57531.48984199
2153,493005314234,493005312470,493005308458,7540,493005312697.4648,7767.4647887
2154,224187566661285600,224187566660637568,224187566660193568,1740050,2.2418756666063757e+17,1740059.887413221
2154,224187566660639328,224187566660637568,224187566659547296,1093789,2.2418756666063757e+17,1093798.887413221
2155,1366805551,1366805550,1366805547,5,1366808881.666667,3336.666667
2156,7870917384031451,7870917383861707,7870917383692727,508468,7870917383861736.0,508497.29874776
2160,5350485592334,5350485585278,5350485589525,9865,5350485585659.238,10246.2380952
2161,23957519404,23957518875,23957517804,2129,23957519445.375,2699.375
2162,172851596498836,172851596458836,172851596377732,161104,172851596458880.03,161148.03638814
2163,486868401439,486868395963,486868393518,13397,486868396204.6165,13638.6165414
2164,13456116,13456107,13456067,58,13459269.125,3220.125
2165,43314209,43314173,43313984,261,43315726.444444,1814.444444
2166,173258192341,173258173845,173258088012,122825,173258173908.06757,122888.06756757
2167,21504260949,21504260868,21504260549,481,21504261969.206898,1582.206897
2170,1406053615221,1406053614645,1406053613925,1872,1406053615208.9124,2435.9122807
2171,362197631692,362197626792,362197628556,8036,362197627153.6889,8397.6888889
2174,3553203026257578,3553203025743489,3553203025316678,1454989,3553203025743497.0,1454996.768446026
2175,42181779450390,42181779346061,42181779422166,132553,42181779346140.92,132632.92383292
2176,119151666556403,119151666531754,119151666509314,71738,119151666531809.75,71793.74957411
2176,119151666761195,119151666531754,119151666714106,276530,119151666531809.75,276585.74957411
2178,1382719946212068,1382719945899587,1382719945757792,766757,1382719945899606.8,766776.66666667
2179,1098374749836,1098374737955,1098374730236,31481,1098374738113.1498,31639.1497585
2180,177392154443,177392149402,177392150474,9010,177392149729.0,9337.0
2185,857131265104268,857131264780507,857131264541768,886261,857131264780519.4,886273.32167043
2186,2081390495116,2081390479740,2081390442216,68276,2081390479818.8286,68354.82850242
2187,143642073793782,143642073750518,143642073768182,68864,143642073750568.97,68914.97191888
2187,143642073751542,143642073750518,143642073725942,26624,143642073750568.97,26674.97191888
2188,2356908489,2356908473,2356908320,185,2356910106.333333,1818.333333
2190,11316513,11316497,11316512,17,11347432.0,30952.0
2192,20539920217080,20539919901236,20539920118484,414440,20539919901289.754,414493.75206612
2193,11491084643403,11491084619067,11491084625178,42561,11491084619238.105,42732.1058201
2194,28645920390912,28645919999036,28645920271196,511592,28645919999085.777,511641.77591463
2195,18462089818216,18462089475991,18462089560152,600289,18462089476020.69,600318.69
2195,18462089476072,18462089475991,18462089218008,258145,18462089476020.69,258174.69
2196,33451735971892,33451735487476,33451735845156,611152,33451735487518.19,611194.1927555
2196,33451735538552,33451735487476,33451735411816,177812,33451735487518.19,177854.1927555
2197,183304452065184,183304452042383,183304452050543,37442,183304452042484.7,37543.6792453
2198,853000025312,853000019536,853000022176,8912,853000019804.425,9180.425
2199,130905040096678,130905040066749,130905040070109,56498,130905040066830.84,56579.83709273
2200,14152620801,14152620401,14152619280,1921,14152621047.44,2567.44
2201,15195121952,15195120188,15195112927,10789,15195120452.225807,11053.2258065
2202,2378545260675,2378545258371,2378545257075,5904,2378545258711.1846,6244.1847826
2203,22624239436057,22624239432808,22624239434832,4474,22624239433282.195,4948.1940299
2204,2608304022198790,2608304022039589,2608304022114690,243301,2608304022039633.5,243345.48163265
2205,24235897639,24235896195,24235897539,1544,24235897745.294117,3094.294118
2206,38417,38417,38416,1,53124.0,14708.0
2207,33699251664,33699243200,33699249164,10964,33699243662.191177,11426.1911765
2208,2649626380068,2649626376224,2649626338859,45053,2649626376324.132,45153.1319018
2209,26152421123,26152418522,26152417642,6082,26152418906.166668,6466.1666667
2210,1491142815110,1491142775906,1491142809634,44680,1491142776100.7485,44874.748503
2213,2705857642,2705857561,2705857542,181,2705859437.785714,2057.785714
2215,757563068720033,757563068670749,757563068673808,95509,757563068670830.4,95590.41147132
2216,119741359289026,119741359240185,119741359275801,62066,119741359240309.19,62190.1870229
2217,66354160048104,66354160018520,66354159997028,80660,66354160018565.09,80705.09641873
2218,227287125280,227287124191,227287124191,2178,227287124749.19644,2736.1964286
2219,3737563518478272,3737563518207872,3737563518342848,405824,3737563518207901.0,405853.08436945
2221,212371623369,212371615269,212371620968,10501,212371615561.42856,10793.4285714
2222,823891051511907,823891051372031,823891051491458,160325,823891051372135.5,160429.5480769
2224,35803043067363,35803042623807,35803042964322,546597,35803042623857.7,546647.69922481
2226,11054265365923,11054265363423,11054265322242,46181,11054265363499.646,46257.64553991
2226,11054265363472,11054265363423,11054265319791,43730,11054265363499.646,43806.64553991
2227,25270787,25270778,25270738,58,25273561.0,2841.0
2230,165136227226,165136226785,165136226385,1282,165136227491.97726,1988.9772727
2230,165136267589,165136226785,165136266748,41645,165136227491.97726,42351.9772727
2232,78052067629,78052066900,78052067613,745,78052072005.25,5850.25
2233,34545904900714,34545904895238,34545904898214,7976,34545904895439.23,8177.2298137
2234,1066727278332748,1066727278237884,1066727278238499,189113,1066727278237942.0,189171.05683837
2235,535825502,535825306,535823738,1960,535825553.1526718,2207.1526718
2236,12687431788992,12687431778383,12687431780156,19445,12687431778571.543,19633.5438596
2237,1033277097716,1033277089616,1033277086480,19336,1033277089785.3959,19505.3958333
2238,71459145914,71459144065,71459142193,5570,71459144469.4125,5974.4125
2239,9120883032178,9120883020514,9120883027822,16020,9120883020768.938,16274.9370079
2240,1173215683,1173210922,1173215682,4762,1173215855.833333,9695.833332999999
2241,126967437335656,126967437319015,126967437299175,53122,126967437319133.83,53240.8327273
2242,35879855710,35879848485,35879841786,21149,35879848660.456985,21324.4569892
2243,6617740381377,6617740374488,6617740356096,32170,6617740374622.58,32304.5802469
2244,292750917720,292750916936,292750916120,2384,292750917450.9355,2898.9354839
2245,153474857553,153474853584,153474856877,4645,153474854221.84314,5282.8431373
2246,6780079388517,6780079376196,6780079372388,28450,6780079376357.527,28611.5273632
2246,6780079377796,6780079376196,6780079361667,17729,6780079376357.527,17890.5273632
2247,10318786612408,10318786570383,10318786605352,49081,10318786570580.625,49278.6242424
2249,4190306,4190225,4190290,97,4196607.25,6479.25
2250,3382261314455187,3382261314455138,3382261314455018,218,3382261314456929.5,2009.352941
2251,362382680205,362382678089,362382674429,7892,362382678400.2952,8203.2952381
2254,296045965615,296045956399,296045934286,40545,296045956499.9167,40645.9166667
2254,296045996000,296045956399,296045964671,70930,296045956499.9167,71030.9166667
2255,4477521,4477457,4477520,65,4481547.0,4155.0
2257,944848780126715,944848780069594,944848780103306,80530,944848780069667.5,80603.5505618
2259,43842122374,43842118774,43842017398,108576,43842118824.247696,108626.24769231
2264,972194777,972192841,972194336,2377,972193854.133333,3390.1333329999998
2268,4617717441122,4617717383041,4617717427666,71537,4617717383160.187,71656.1868132
2269,456978,456977,456977,2,475151.0,18176.0
2269,460577,456977,460576,3601,475151.0,21775.0
2270,9540814736721,9540814721592,9540814684280,67570,9540814721679.857,67657.85675676
2271,477968935,477968910,477968931,29,477975442.5,6561.5
2273,2036444722430522,2036444721976246,2036444722326838,557960,2036444721976283.8,557997.76878613
2274,25490179531805,25490179505561,25490179514644,43405,25490179505703.816,43547.8169643
2278,310257022908,310257019772,310256996012,30032,310257019917.93274,30177.9327354
2279,28350376115744,28350375737519,28350375990428,503541,28350375737569.13,503591.12923077
2282,1287186588163,1287186578754,1287186585663,11909,1287186579135.774,12290.7738095
2283,535258609265,535258603640,535258602040,12850,535258603874.5474,13084.5474453
2284,490977925700,490977922451,490977924019,4930,490977923039.62964,5518.6296296
2286,9208240065503,9208240054478,9208240054478,22050,9208240054663.607,22235.6079545
2287,507073601966,507073597610,507073596637,9685,507073597851.3333,9926.3333333
2287,507073597710,507073597610,507073592381,5429,507073597851.3333,5670.3333333
2288,22482944912,22482942208,22482944236,3380,22482942899.595745,4071.5957447
2289,1070073997266,1070073984497,1070073984497,25538,1070073984638.886,25679.8859649
2290,134943,134942,134934,10,139883.333333,4951.333333
2293,15240514569648,15240514551692,15240514490124,97480,15240514551741.055,97529.05555556
2293,15240514552533,15240514551692,15240514473009,80365,15240514551741.055,80414.05555556
2295,186268084,186267940,186268048,180,186270136.125,2376.125
2296,740703364711,740703351942,740703357142,20338,740703352122.5922,20518.5921788
2299,1168558934,1168558150,1168558034,1684,1168558971.027778,2505.0277778
2300,20188380067205,20188380030724,20188380003701,99985,20188380030792.496,100053.49685535
2300,20188380030949,20188380030724,20188379967445,63729,20188380030792.496,63797.49685535
2303,2188624391616618,2188624391440218,2188624391535962,257056,2188624391440259.8,257097.77208707
2303,2188624391440219,2188624391440218,2188624391359563,80657,2188624391440259.8,80698.77208707
2304,33215716136,33215714911,33215715175,2186,33215715602.17021,2877.1702127999997
2305,7349379329367,7349379323438,7349379311678,23618,7349379323593.667,23773.6666667
2306,9116621443,9116621362,9116621442,82,9116630314.0,9034.0
2308,66418794934,66418793085,66418788534,8249,66418793338.69292,8502.6929134
2310,75019959134125,75019959068076,75019958936100,264074,75019959068107.5,264105.50385356
2310,75019959082960,75019959068076,75019958884935,212909,75019959068107.5,212940.50385356
2313,85182085380,85182083444,85182084651,2665,85182084395.15152,3616.1515152
2314,1130456942298,1130456937674,1130456931273,15649,1130456937860.4336,15835.433526
2315,35220545890001,35220545517901,35220545768200,493901,35220545517951.66,493951.65479876
2316,1551985760485,1551985754244,1551985753924,12802,1551985754515.6917,13073.6916667
2318,11278971853669,11278971848193,11278971846613,12532,11278971848420.07,12759.0704225
2319,15236828,15236779,15236803,74,15238948.428571,2243.428571
2320,88529538,88529282,88529537,257,88543786.0,14761.0
2321,714952004562903,714952004454003,714952004043062,628741,714952004454021.2,628759.24860647
2322,18098961612,18098958587,18098959211,5426,18098959026.23611,5865.2361111
2323,1646729154948,1646729154372,1646729150324,5200,1646729154668.3027,5496.3027523
2326,23750690867094,23750690486405,23750690758853,488930,23750690486457.3,488982.30031949
2328,140027350613726,140027350589077,140027350589077,49298,140027350589180.05,49401.0416667
2329,22340716,22340616,22340427,389,22342384.777778,2157.7777779999997
2330,30015267308,30015266284,30015266524,1808,30015266946.142857,2470.1428571
2331,748537840,748537164,748536076,2440,748537820.7083333,3096.7083333
2331,748548828,748537164,748547064,13428,748537820.7083333,14084.708333300001
2332,42523935494,42523932685,42523924469,13834,42523932910.15278,14059.1527778
2333,615756413707,615756412923,615756409218,5273,615756413285.4546,5635.4545455
2335,1309751796844,1309751791068,1309751792220,10400,1309751791198.243,10530.2430279
2338,42199384506046,42199384503130,42199384504677,4285,42199384503804.164,4959.1666667
2339,8395233434,8395232650,8395233034,1184,8395233719.4,2253.4
2339,8395297166,8395232650,8395296766,64916,8395233719.4,65985.4
2340,16373507938,16373507362,16373506257,2257,16373508055.5,2950.5
2341,58728927450,58728914681,58728919169,21050,58728914929.02381,21298.0238095
2343,336750214030,336750210781,336750211629,5650,336750211096.0,5965.0
2345,7626261592884,7626261481995,7626261564995,138778,7626261482076.765,138859.76455696
2345,7626261482044,7626261481995,7626261454155,27938,7626261482076.765,28019.76455696
2346,1353169604939,1353169599010,1353169603495,7373,1353169599419.052,7782.0519481
2348,23695061747578,23695061740353,23695061736553,18250,23695061740513.81,18410.8069307
2349,945143165688,945143164664,945143163572,3140,945143165081.8684,3557.8684211
2355,122509767,122508003,122509766,1765,122515877.333333,9639.333332999999
2356,31403332482280,31403331533604,31403332478055,952901,31403331533927.805,953224.8061224
2357,1849498925814704,1849498925566700,1849498925797543,265165,1849498925566762.0,265226.95428571
2358,545648113190131,545648112948067,545648113124595,307600,545648112948090.94,307623.92987582
2359,100715388975,100715386950,100715388134,2866,100715387527.875,3443.875
2360,173475556814,173475553093,173475555445,5090,173475553666.03638,5663.0363636
2362,1195881766605130,1195881766498854,1195881766561030,150376,1195881766498893.5,150415.4535585
2363,2294021941389,2294021933645,2294021936489,12644,2294021933981.0527,12980.0526316
2368,156211393210557,156211393203996,156211393201908,15210,156211393204123.78,15337.7865613
2369,83021842285658,83021842200394,83021842228537,142385,83021842200453.28,142444.27636364
2371,55901042908482,55901042900201,55901042898281,18482,55901042900391.39,18672.3918129
2372,19884387577,19884384873,19884386848,3433,19884385675.18421,4235.1842105
2375,2612807986392265,2612807986040616,2612807986284024,459890,2612807986040651.5,459925.67066521
2376,3381351784814,3381351780053,3381351778573,11002,3381351780308.433,11257.4330709
2377,4026398155847603,4026398155410682,4026398155706978,577546,4026398155410705.5,577569.37526805
2377,4026398155411166,4026398155410682,4026398155270541,141109,4026398155410705.5,141132.37526805
2379,109181803,109181682,109181722,202,109184433.1,2953.1
2380,16144605302457,16144605294713,16144605268968,41233,16144605294817.668,41337.6677419
2381,3783136264,3783135940,3783135975,613,3783137025.866667,1698.866667
2382,404480278982,404480268166,404480274886,14912,404480268501.28864,15247.2886598
2383,88560158670,88560156269,88560154701,6370,88560156651.16867,6752.1686747
2384,74390859398,74390858722,74390858498,1576,74390859401.625,2255.625
2386,2079622764391409,2079622763911160,2079622764207368,664290,2079622763911185.5,664315.47200622
2388,3904939900735847,3904939900600423,3904939900698598,172673,3904939900600499.0,172749.04651163
2389,29315928750,29315928021,29315927306,2173,29315928620.207546,2772.2075472
2390,1461898771538,1461898767569,1461898764313,11194,1461898767819.5156,11444.515625
2391,801486605204,801486602395,801486600580,7433,801486602741.6022,7779.6021505
2392,2182669596969,2182669593000,2182669591785,9153,2182669593178.2966,9331.2967033
2393,6092876510676,6092876493252,6092876504435,23665,6092876493497.667,23910.6666667
2393,6092876519496,6092876493252,6092876513255,32485,6092876493497.667,32730.6666667
2394,15466525243,15466522743,15466516779,10964,15466522967.427586,11188.4275862
2395,18035980284928,18035979943872,18035980185072,440912,18035979943926.875,440966.87416107
2396,22537443044200,22537443041991,22537443024036,22373,22537443042107.59,22489.5899281
2397,89429168133330,89429168025089,89429168043929,197642,89429168025139.38,197692.37846154
2398,87448186493,87448183468,87448177468,12050,87448183739.30833,12321.3083333
2398,87448228837,87448183468,87448219812,54394,87448183739.30833,54665.3083333
2399,1705718405034,1705718386809,1705718372993,50266,1705718386920.7373,50377.7372014
2399,1705718388409,1705718386809,1705718356368,33641,1705718386920.7373,33752.7372014
2400,557981260645887,557981260515566,557981260459263,316945,557981260515603.75,316982.76931949
2402,143375300476150,143375300443389,143375300389125,119786,143375300443446.28,119843.28896673
2402,143375300452414,143375300443389,143375300365389,96050,143375300443446.28,96107.28896673
2403,1736166080201367,1736166080038151,1736166080057726,306857,1736166080038177.0,306882.95007924
2405,522402196284,522402180659,522402192563,19346,522402180944.04504,19631.045045
2406,3678786292326,3678786282722,3678786284930,17000,3678786282975.664,17253.6640625
2408,23551640847809,23551640807408,23551640835928,52282,23551640807548.42,52422.4224138
2409,2622351334,2622349965,2622348418,4285,2622350379.6883116,4699.6883117
2411,5814206220720,5814206203031,5814206175351,63058,5814206203111.169,63138.16911765
2412,1515410333,1515410009,1515410269,388,1515412122.066667,2501.066667
2414,513200684265,513200662656,513200679776,26098,513200662857.17285,26299.1728395
2415,31085204175908,31085204135104,31085204142784,73928,31085204135207.51,74031.5111111
2416,8039470481146,8039470479625,8039470478337,4330,8039470479932.638,4637.6380952
2417,278336043339790,278336043317290,278336043325149,37141,278336043317402.2,37253.1746575
2418,34225155970235,34225155579610,34225155874135,486725,34225155579666.938,486781.93565217
2419,28783518,28783229,28783514,293,28784350.5,1414.5
2420,53827160847461288,53827160847058064,53827160846467280,1397234,5.382716084705807e+16,1397244.39003491
2421,45212202,45212177,45212201,26,45222745.0,10594.0
2422,10602877813852,10602877791352,10602877778883,57469,10602877791452.512,57569.5108359
2425,1911290577293721,1911290577221360,1911290577220821,145261,1911290577221398.8,145299.79141836
2427,350133547745,350133545896,350133546449,3145,350133546493.12964,3742.1296296
2428,13613235764319,13613235738398,13613235748694,41546,13613235738525.555,41673.5551181
2429,111728438,111728149,111725189,3538,111728590.1527778,3979.1527778
2431,862847790605,862847785705,862847783716,11789,862847785915.2013,11999.2012987
2432,70986010653,70986010628,70986010649,29,70986013775.0,3176.0
2433,1854024316421,1854024313505,1854024305185,14152,1854024313688.8079,14335.8079096
2434,1769,1768,1765,5,11645.5,9882.5
2435,303080766061,303080764212,303080766045,1865,303080768758.4286,6411.428571
2436,293858328171,293858325770,293858317970,12602,293858325995.68054,12827.6805556
2439,92079274789,92079272485,92079272485,4608,92079272867.9277,4990.9277108
2440,230750308925,230750307076,230750306900,3874,230750307482.8375,4280.8375
2441,17668463102,17668459621,17668462202,4381,17668460211.433964,4971.4339623
2442,253374776720103,253374776685878,253374776657102,97226,253374776685938.88,97286.88640596
2443,913848322078,913848319162,913848279229,45765,913848319253.1381,45856.13802817
2444,347866548157,347866546788,347866545241,4285,347866547092.76416,4589.7641509000005
2446,22667131,22667122,22667130,10,22679824.0,12712.0
2447,2756777187387427,2756777187301578,2756777187277866,195410,2756777187301607.5,195439.25760286
2447,2756777187301978,2756777187301578,2756777187192417,109961,2756777187301607.5,109990.25760286
2447,2756777187513178,2756777187301578,2756777187403617,321161,2756777187301607.5,321190.25760286
2448,386693248194,386693248073,386693247353,962,386693248826.381,1715.3809523999998
2452,481213787,481213003,481212106,2465,481213624.6862745,3086.6862745
2453,389430806,389430757,389430805,50,389433697.0,2990.0
2457,720405196084410,720405196042385,720405196054134,72301,720405196042447.8,72363.69673704
2459,94193745,94193576,94193664,250,94195645.6,2319.6
2460,431191180826325,431191180772501,431191179627300,1252849,431191180772511.56,1252859.56562399
