Node,credibility-WithoutUsercount,credibility-whioutDatabyte,credibility-withoutline,credibility-whioutDatabyte_withMeanData,credibility-withoutline_withMeanData,HITS
1911,0.002158445,8.63E-05,9.24E-05,0.58565682,5.61E-11,0.017764182
1912,0.0325393,0.001301501,0.001392823,0.001459707,0.000181076,0.000586157
1913,0.001921039,7.68E-05,8.22E-05,0.586155675,5.61E-11,5.73E-05
1914,0.423102649,0.016923178,0.018110627,0.003465816,2.49E-05,0.000177531
1915,0.342842345,0.013712942,0.014675138,0.586155675,5.61E-11,2.01E-05
1916,0.000619164,2.48E-05,2.65E-05,0.000914228,2.49E-05,0.002318478
1919,0.14365569,0.005745913,0.006149086,0.586155675,5.61E-11,0.004508874
1920,0.000031293,1.25E-06,1.34E-06,0.001117078,2.49E-05,1.82E-06
1921,4.26E-06,1.70E-07,1.82E-07,0.586654531,5.62E-11,0.002624753
1923,2.57E-05,1.03E-06,1.10E-06,0.94034336,0.000229994,0.002117594
1924,0.007620811,0.000304816,0.000326204,0.587153387,5.62E-11,0.000498327
1925,0.107579609,0.004302949,0.004604874,0.001739251,0.001581696,1.48E-05
1926,0.001033706,4.13E-05,4.42E-05,0.587652243,5.63E-11,0.000170941
1927,0.260653578,0.010425572,0.011157103,0.000942264,0.000135172,0.002756542
1928,3.99E-05,1.60E-06,1.71E-06,0.589148811,5.64E-11,0.003102078
1930,0.107480748,0.004298994,0.004600642,6.05E-05,0.03533388,0.005951164
1931,6.19E-08,2.48E-09,2.65E-09,0.589647667,5.65E-11,6.79E-07
1933,0.152060887,0.006082102,0.006508865,0.001388745,0.000216423,0.000162901
1934,0.269091059,0.010763052,0.011518264,0.590146523,5.65E-11,0.000363007
1935,8.25E-06,3.30E-07,3.53E-07,2.97E-05,0.654307958,0.000433664
1936,0.001449769,5.80E-05,6.21E-05,0.590146523,5.65E-11,0.000863426
1937,0.002167779,8.67E-05,9.28E-05,3.23E-05,0.654307958,0.000762757
1938,0.533675771,0.021345861,0.022843636,0.590645378,5.66E-11,0.000146783
1939,0.0926607,0.003706225,0.00396628,6.00E-05,3.42E-06,0.000176505
1940,0.000001347,5.39E-08,5.77E-08,0.592141946,5.67E-11,0.00404541
1941,6.81E-05,2.72E-06,2.92E-06,0.000162607,0.005576603,0.003391126
1942,0.000153078,6.12E-06,6.55E-06,0.593139658,5.68E-11,0.000239696
1943,0.000247164,9.89E-06,1.06E-05,2.04E-05,0.039771591,5.02E-07
1944,0.00021399,8.56E-06,9.16E-06,0.593638514,5.68E-11,3.21E-05
1945,0.000247541,9.90E-06,1.06E-05,2.92E-05,0.009964611,6.58E-05
1946,0.101130886,0.004045014,0.00432884,0.59413737,5.69E-11,6.82E-05
1947,0.353190775,0.014126857,0.015118096,1.95E-05,0.000238319,0.000447243
1948,0.003466372,0.000138647,0.000148376,0.594636226,5.69E-11,3.54E-07
1949,0.524405054,0.020975052,0.022446809,0.87349667,0.000406417,0.000759192
1950,0.006917629,0.00027669,0.000296105,0.595135081,5.70E-11,8.28E-05
1951,1.71E-06,6.84E-08,7.32E-08,1.82E-05,0.004212756,0.002858891
1952,0,0,0,0.595633937,5.70E-11,8.67E-08
1955,0.012010211,0.000480382,0.000514089,1.02E-05,2.29E-05,0.002797472
1957,0.232935746,0.009316919,0.009970659,0.596631649,5.71E-11,0.001026243
1959,0.022059184,0.000882319,0.000944229,0.000260498,1.49E-05,0.000189976
1960,0.223864571,0.008954092,0.009582374,0.597130505,5.72E-11,0.000521708
1961,0.012822236,0.000512861,0.000548847,2.70E-05,0.000333422,3.79E-05
1962,0.078542093,0.003141512,0.003361942,0.597629361,5.72E-11,0.000114932
1963,8.66E-05,3.46E-06,3.71E-06,0.000146145,0.119791764,6.84E-05
1965,0.070324186,0.002812813,0.00301018,0.598128217,5.73E-11,0.000116576
1966,0.006353472,0.000254125,0.000271956,2.19E-05,7.97E-06,0.000210655
1967,0.405373236,0.016214041,0.017351731,0.598627073,5.73E-11,0.000185449
1968,0.108455102,0.004337966,0.004642348,4.64E-05,0.020561258,4.73E-06
1969,0.019992451,0.000799654,0.000855764,0.599125929,5.74E-11,3.33E-05
1970,0.082374792,0.003294811,0.003525998,0.000294415,0.000774492,0.000177194
1971,0.002118844,8.47E-05,9.07E-05,0.599624785,5.74E-11,0.000133098
1972,0.260873982,0.010434387,0.011166537,2.63E-05,0.001397765,0.000101613
1973,1.93E-06,7.70E-08,8.24E-08,0.60012364,5.75E-11,0.003420088
1974,0.083702598,0.00334792,0.003582834,0.002152109,0.001896888,0.004451921
1975,0.075762355,0.003030328,0.003242957,0.600622496,5.75E-11,0.000446902
1976,0.020779003,0.000831115,0.000889431,2.45E-05,0.007296268,2.95E-05
1977,0.134873901,0.00539466,0.005773188,0.601121352,5.76E-11,0.002750268
1978,4.34E-07,1.73E-08,1.86E-08,0.000157254,1.51E-09,0.000174505
1979,0.015550871,0.000622001,0.000665645,0.601620208,5.76E-11,7.55E-05
1980,0.03953198,0.001581193,0.00169214,0.000160018,0.000321651,0.000485054
1981,1.97E-07,7.88E-09,8.44E-09,0.602119064,5.77E-11,0.003882971
1985,0.001234526,4.94E-05,5.28E-05,0.000895367,6.05E-05,0.000187966
1986,0.01121477,0.000448566,0.000480041,0.60261792,5.77E-11,0.001349902
1988,0.17220942,0.006887999,0.00737131,0.001721347,0.000181156,0.001441622
1990,0.031908577,0.001276273,0.001365825,0.603116776,5.77E-11,0.000351838
1991,0.344326603,0.013772309,0.014738671,0.000254257,0.017935246,3.87E-06
1994,0.006599193,0.000263953,0.000282474,0.603615632,5.78E-11,0.000138004
1997,2.00E-10,8.00E-12,8.56E-12,0.000183105,0.0774808,0.000281911
1998,0.005861466,0.000234446,0.000250896,0.604613343,5.79E-11,0.000674184
2002,0.029194716,0.001167725,0.00124966,0.000482643,0.041882884,0.00107602
2003,0.180826655,0.00723267,0.007740165,0.605112199,5.79E-11,0.000118598
2004,0.000000002,8.00E-11,8.56E-11,3.56E-05,0.01257225,0.000171322
2006,1.46E-05,5.84E-07,6.25E-07,0.605611055,5.80E-11,0.001428569
2007,0.218195267,0.008727332,0.009339703,0.002488737,0.004868736,0.000646967
2009,0.000025188,1.01E-06,1.08E-06,0.606109911,5.80E-11,0.000268816
2011,0.143740797,0.005749317,0.006152729,0.940842216,2.46E-06,9.84E-05
2014,0.078675341,0.003146841,0.003367646,0.606608767,5.81E-11,0.000414774
2015,0.14063709,0.005625175,0.006019877,0.004840962,0.0021244,0.014240102
2017,0.004229134,0.000169156,0.000181025,0.607107623,5.81E-11,0.001739389
2018,0.000483976,1.94E-05,2.07E-05,0.000271288,0.230775176,0.000245009
2019,0.003553906,0.000142148,0.000152123,0.61109847,5.85E-11,0.000543231
2020,0.00063712,2.55E-05,2.73E-05,2.38E-05,0.000594435,0.000302813
2021,0.006184788,0.000247378,0.000264736,0.612096182,5.86E-11,0.000116373
2023,0.009308019,0.0003723,0.000398424,3.76E-05,0.013102873,0.003940278
2024,0.201286462,0.008051017,0.008615933,0.615588173,5.89E-11,0.000243568
2025,0.001513417,6.05E-05,6.48E-05,1.30E-05,8.97E-05,0.000159645
2026,0.023513928,0.000940506,0.001006498,0.616087029,5.90E-11,0.00060746
2027,0.034718095,0.001388648,0.001486085,0.000175363,0.03449634,6.83E-05
2028,0.012759103,0.000510336,0.000546145,0.617084741,5.91E-11,1.51E-06
2029,0.00436174,0.00017446,0.000186701,0.000345737,2.31E-05,0.002576331
2030,0.476481306,0.019058208,0.020395465,0.618082453,5.92E-11,0.004925167
2032,0.02853267,0.001141244,0.001221322,0.001305571,0.000429044,0.000101834
2036,0.277288492,0.011090932,0.011869149,0.618581309,5.92E-11,0.000150952
2037,0.093051003,0.003721836,0.003982986,0.000392744,1.64E-05,0.000663234
2038,0.010904878,0.000436171,0.000466776,0.619080164,5.93E-11,0.000782479
2039,6.82E-05,2.73E-06,2.92E-06,0.000560958,3.92E-05,0.000870541
2041,0.10245128,0.004097827,0.004385359,0.61957902,5.93E-11,0.003661785
2042,0.007862969,0.000314502,0.000336569,0.000442914,1.72E-05,0.000173646
2043,0.000628417,2.51E-05,2.69E-05,0.621075588,5.95E-11,1.18E-05
2045,0.003297732,0.000131902,0.000141157,3.09E-05,5.12E-05,0.001696361
2047,0.042282433,0.001691205,0.001809871,0.621574444,5.95E-11,3.75E-05
2049,0.005270765,0.000210819,0.000225612,1.26E-05,0.000632805,0.000171349
2050,0.097492458,0.003899485,0.0041731,0.621574444,5.95E-11,0.005268383
2051,0.182368172,0.007294327,0.007806148,0.002532008,0.000632805,0.001434566
2052,0.282943338,0.011317113,0.012111201,0.6220733,5.96E-11,3.87E-06
2053,0.262683187,0.010506752,0.011243979,9.52E-05,0.027163922,0.002176912
2057,0.000141951,5.68E-06,6.08E-06,0.624567579,5.98E-11,0.001304473
2061,0.002053151,8.21E-05,8.79E-05,0.000681851,0.000122025,6.60E-06
2062,0.000330384,1.32E-05,1.41E-05,0.625565291,5.99E-11,0.000137447
2063,0.203844171,0.00815332,0.008725414,0.003294255,2.37E-05,0.004936993
2064,0.005368326,0.000214721,0.000229788,0.626064147,5.99E-11,0.000834824
2065,0.01699144,0.00067962,0.000727307,0.063853554,9.85E-11,0.000567195
2067,0.029608507,0.001184275,0.001267372,0.626563003,6.00E-11,0.001367946
2070,4.35E-06,1.74E-07,1.86E-07,0.000181304,0.36545838,0.000454988
2071,0.00835548,0.000334201,0.000357651,0.627061859,6.00E-11,0.00056376
2075,0.321109327,0.012843669,0.013744871,6.99E-05,0.02165722,0.000661893
2076,0.37250516,0.01489939,0.015944835,0.62805957,6.01E-11,0.000621255
2077,0.030822592,0.001232836,0.001319341,0.001975449,0.828245858,0.000383143
2078,0,0,0,0.628558426,6.02E-11,0.000810551
2079,0.002048672,8.19E-05,8.77E-05,0.000198455,1.74E-05,9.74E-06
2080,1.63E-06,6.53E-08,6.99E-08,0.629057282,6.02E-11,0.006467826
2082,0.00704543,0.000281802,0.000301575,0.002195814,1.06E-05,0.002002212
2083,0.045627494,0.001825,0.001953054,0.629556138,6.03E-11,0.000476079
2084,0.044935899,0.001797337,0.001923451,2.41E-05,2.18E-05,2.38E-05
2085,3.44E-05,1.37E-06,1.47E-06,0.63055385,6.04E-11,0.000442766
2086,1.33E-06,5.34E-08,5.71E-08,4.67E-05,0.015629292,3.38E-05
2087,0.10878551,0.004351182,0.004656491,0.631052706,6.04E-11,0.001660667
2088,0.000011485,4.59E-07,4.92E-07,0.000127009,7.19E-05,0.003513839
2089,0.000175495,7.02E-06,7.51E-06,0.632050418,6.05E-11,0.000991907
2090,0.674138927,0.026964079,0.028856068,6.16E-05,0.005354529,0.00366112
2093,3.01E-05,1.20E-06,1.29E-06,0.632549274,6.06E-11,0.000384995
2094,0.106922379,0.004276661,0.004576741,3.10E-05,3.20E-09,5.00E-05
2095,0.000384398,1.54E-05,1.65E-05,0.633546985,6.07E-11,0.000830812
2099,0.000120472,4.82E-06,5.16E-06,1.85E-05,0.001086528,0.002021392
2100,0.003682609,0.000147296,0.000157632,0.634045841,6.07E-11,1.14E-05
2101,0.011063487,0.000442515,0.000473565,6.11E-05,0.189699032,0.00061289
2102,0.019154286,0.000766129,0.000819886,0.635043553,6.08E-11,0.000617861
2103,0.000318315,1.27E-05,1.36E-05,0.00364072,0.006353112,0.006157197
2104,0.033078935,0.001323085,0.001415922,0.635542409,6.09E-11,7.93E-05
2106,0.001271549,5.09E-05,5.44E-05,5.01E-05,0.020462778,0.000434913
2108,0.055751645,0.002229944,0.002386412,0.636041265,6.09E-11,0.000379406
2110,0.000002581,1.03E-07,1.10E-07,1.75E-05,0.001445164,0.005780095
2112,0.013641643,0.000545636,0.000583921,0.636540121,6.09E-11,0.005005166
2113,9.19E-07,3.68E-08,3.93E-08,0.969277002,7.34E-05,1.88E-05
2114,0.004825427,0.000193007,0.000206549,0.637038977,6.10E-11,0.000210673
2115,0.000350419,1.40E-05,1.50E-05,4.38E-05,0.038611089,0.000672431
2116,0.000670362,2.68E-05,2.87E-05,0.637537832,6.10E-11,0.000274204
2117,4.24E-06,1.70E-07,1.81E-07,1.03E-05,4.84E-05,0.000243113
2118,0.003510905,0.000140429,0.000150282,0.638036688,6.11E-11,0.000335529
2120,0.043082633,0.001723211,0.001844123,1.73E-05,0.007311569,0.000170864
2121,3.54E-08,1.42E-09,1.52E-09,0.638535544,6.11E-11,0.000405707
2122,0.249271098,0.009970297,0.010669883,1.33E-05,1.09E-06,0.001225576
2123,4.08E-05,1.63E-06,1.75E-06,0.639533256,6.12E-11,0.000678779
2125,0.005479637,0.000219173,0.000234552,4.90E-05,3.42E-08,0.004108049
2126,0.000411149,1.64E-05,1.76E-05,0.641029824,6.14E-11,0.001143152
2127,0.000902226,3.61E-05,3.86E-05,3.32E-05,0.334350252,0.001033713
2128,0.001167391,4.67E-05,5.00E-05,0.64152868,6.14E-11,0.001423052
2129,0.888915542,0.035554673,0.038049438,0.001097553,1.48E-05,8.00E-05
2130,0.000001133,4.53E-08,4.85E-08,0.642526391,6.15E-11,0.000866698
2132,1.78E-08,7.12E-10,7.62E-10,0.000703786,0.003075115,0.003659904
2134,0.016529213,0.000661132,0.000707522,0.643025247,6.16E-11,0.000697332
2136,0.003517475,0.000140691,0.000150563,4.81E-05,0.120813109,0.000183247
2137,4.80E-05,1.92E-06,2.06E-06,0.643025247,6.16E-11,0.000292562
2138,0.000125204,5.01E-06,5.36E-06,3.39E-05,0.120813109,0.000400692
2139,3.20E-09,1.28E-10,1.37E-10,0.644022959,6.17E-11,0.001706913
2140,0.123920268,0.004956539,0.005304325,0.000354841,0.640049677,0.004350779
2141,0.000238711,9.55E-06,1.02E-05,0.644521815,6.17E-11,0.000546865
2142,0.000004582,1.83E-07,1.96E-07,3.36E-05,0.024236238,2.54E-08
2144,0.134663387,0.00538624,0.005764177,0.645020671,6.18E-11,1.52E-05
2145,0.034695401,0.00138774,0.001485114,0.918393701,0.004222333,0.000788047
2147,0.544260434,0.021769224,0.023296705,0.646018383,6.19E-11,0.001092679
2148,0.076361558,0.003054295,0.003268606,1.15E-05,4.10E-06,7.78E-06
2149,8.79E-05,3.52E-06,3.76E-06,0.64751495,6.20E-11,0.000308477
2150,0.004180301,0.000167203,0.000178935,0.000106895,0.133942671,0.002586303
2151,2.88E-07,1.15E-08,1.23E-08,0.648512662,6.21E-11,0.000120469
2152,0.083206286,0.003328069,0.00356159,0.000202381,1.04E-05,0.000325787
2153,0.000148778,5.95E-06,6.37E-06,0.649011518,6.21E-11,0.001258298
2154,0.06126937,0.00245064,0.002622595,1.65E-05,0.00150736,0.002531882
2155,0.069432647,0.002777154,0.002972018,0.649510374,6.22E-11,0.000557498
2156,0.012008594,0.000480317,0.00051402,0.000111579,0.212161161,3.63E-07
2160,5.00E-10,2.00E-11,2.14E-11,0.65000923,6.22E-11,0.001343068
2161,0.203076448,0.008122613,0.008692552,1.34E-05,0.046193567,0.001070171
2162,0.000785492,3.14E-05,3.36E-05,0.650508086,6.23E-11,0.000577001
2163,0.000803842,3.22E-05,3.44E-05,1.13E-05,0.000290551,0.000289498
2164,5.05E-05,2.02E-06,2.16E-06,0.651006942,6.23E-11,4.41E-06
2165,0.172939622,0.006917206,0.007402565,1.18E-05,7.20E-05,0.000509473
2166,0.729479382,0.029177576,0.031224879,0.651006942,6.23E-11,0.000443152
2167,0.215521805,0.0086204,0.009225267,1.11E-05,7.20E-05,0.000867962
2170,0.085873923,0.003434769,0.003675776,0.651505798,6.24E-11,0.001362464
2171,0.00293855,0.000117536,0.000125783,0.000243761,0.000217519,0.001751104
2174,0.021360354,0.000854367,0.000914316,0.652004653,6.24E-11,5.05E-05
2175,0.000111839,4.47E-06,4.79E-06,0.000261775,1.19E-05,0.000435563
2176,0.130340851,0.005213348,0.005579153,0.653002365,6.25E-11,0.000843008
2178,0.074666107,0.002986481,0.003196033,0.901931456,0.000136257,0.000402289
2179,2.69E-05,1.08E-06,1.15E-06,0.654000077,6.26E-11,8.31E-06
2180,7.97E-05,3.19E-06,3.41E-06,1.34E-05,0.003042005,0.000208608
2185,0.236334258,0.009452852,0.010116131,0.654498933,6.27E-11,0.000117099
2186,0.055926566,0.00223694,0.002393899,1.17E-05,4.52E-05,4.62E-05
2187,0.000520082,2.08E-05,2.23E-05,0.654997789,6.27E-11,0.000436057
2188,0.000638455,2.55E-05,2.73E-05,8.38E-05,0.038312146,0.000176065
2190,0.00787845,0.000315121,0.000337232,0.655496645,6.28E-11,0.00336037
2192,0.000464285,1.86E-05,1.99E-05,5.33E-05,5.10E-10,0.001757805
2193,0.076319049,0.003052595,0.003266786,0.655995501,6.28E-11,0.002215271
2194,6.39E-06,2.56E-07,2.74E-07,0.000302736,0.003186049,0.001581677
2195,0.07258185,0.002903115,0.003106818,0.656494356,6.29E-11,0.00030209
2196,0.023390694,0.000935576,0.001001223,1.62E-05,0.008514135,0.000506988
2197,0.010816739,0.000432646,0.000463003,0.656993212,6.29E-11,0.000237955
2198,0.003181337,0.000127247,0.000136175,0.000813494,5.76E-05,0.000123762
2199,0.038152106,0.001526001,0.001633075,0.657492068,6.30E-11,0.000130135
2200,0.184295683,0.007371423,0.007888654,1.30E-05,7.58E-05,0.000975232
2201,0.004625184,0.000184997,0.000197978,0.65848978,6.31E-11,0.000383654
2202,0.426071429,0.017041923,0.018237704,0.000120539,4.59E-06,0.000385509
2203,7.00E-10,2.80E-11,3.00E-11,0.659487492,6.31E-11,0.000813688
2204,0.180862207,0.007234092,0.007741686,1.86E-05,0.000740707,0.000204512
2205,0.0105351,0.000421381,0.000450948,0.660485204,6.32E-11,2.51E-07
2206,1.20E-05,4.81E-07,5.15E-07,4.11E-05,0.027163048,0.005766519
2207,0.101766305,0.004070429,0.004356039,0.660984059,6.33E-11,0.000167713
2208,0.38156443,0.015261741,0.016332611,2.55E-05,0.002090518,0.001784858
2209,0.059744616,0.002389654,0.002557328,0.661981771,6.34E-11,1.86E-05
2210,0.006152681,0.000246094,0.000263361,0.000188323,1.99E-05,0.000325376
2213,0.102222995,0.004088696,0.004375587,0.661981771,6.34E-11,0.002000794
2215,0.102816427,0.004112432,0.004400989,5.49E-05,1.99E-05,0.002447133
2216,5.89E-05,2.36E-06,2.52E-06,0.662480627,6.34E-11,2.31E-07
2217,0.603994293,0.024158448,0.025853573,3.88E-05,7.41E-09,0.003051549
2218,0.024283068,0.000971269,0.001039421,0.662480627,6.34E-11,0.000864701
2219,0.543540185,0.021740416,0.023265876,9.07E-05,7.41E-09,8.48E-05
2221,0.001635005,6.54E-05,7.00E-05,0.663478339,6.35E-11,0.003199402
2222,0.000487703,1.95E-05,2.09E-05,4.13E-05,0.000145629,1.55E-06
2224,0.029840166,0.001193541,0.001277288,0.663977195,6.36E-11,0.004229615
2226,0.00117851,4.71E-05,5.04E-05,2.44E-05,0.00147357,0.001383959
2227,0.000179319,7.17E-06,7.68E-06,0.664476051,6.36E-11,0.000294287
2230,0.284312108,0.011371861,0.01216979,0.002026861,0.876510015,0.007543504
2232,0.117027427,0.004680841,0.005009281,0.664974907,6.37E-11,8.31E-05
2233,0.1118837,0.004475103,0.004789107,0.002762849,1.87E-05,0.001767522
2234,4.81E-06,1.93E-07,2.06E-07,0.665473763,6.37E-11,0.000310541
2235,0.004548099,0.000181914,0.000194678,0.002692864,1.50E-05,8.58E-05
2236,0.050088085,0.002003414,0.002143987,0.665972618,6.38E-11,7.76E-06
2237,0.001361066,5.44E-05,5.83E-05,2.96E-05,0.033384242,0.000313612
2238,1.46E-05,5.86E-07,6.27E-07,0.666471474,6.38E-11,0.002028982
2239,2.77E-06,1.11E-07,1.19E-07,0.00012874,0.018470177,0.000529165
2240,1.06E-07,4.24E-09,4.53E-09,0.66697033,6.39E-11,0.011369864
2241,5.47E-06,2.19E-07,2.34E-07,5.62E-05,5.42E-10,1.04E-06
2242,0.000337047,1.35E-05,1.44E-05,0.667469186,6.39E-11,0.005686876
2243,0.081953246,0.00327795,0.003507954,0.000105423,1.40E-05,0.000169149
2244,0.267716815,0.010708086,0.01145944,0.670462321,6.42E-11,0.000301971
2245,0.000388046,1.55E-05,1.66E-05,4.28E-05,0.004578515,0.002973842
2246,0.002770288,0.000110805,0.00011858,0.671460033,6.43E-11,0.000448979
2247,0.088810465,0.003552224,0.003801473,0.000114453,0.109402868,2.45E-05
2249,0.298251865,0.011929421,0.012766472,0.671958889,6.43E-11,5.84E-05
2250,0.000555406,2.22E-05,2.38E-05,0.000952725,0.001314228,0.002892242
2251,0.227978922,0.009118657,0.009758486,0.672457745,6.44E-11,0.000523955
2254,0.00011784,4.71E-06,5.04E-06,0.003068418,0.000527736,0.000109927
2255,0.00475662,0.000190254,0.000203604,0.672956601,6.44E-11,0.000218827
2257,0.003387271,0.000135483,0.00014499,5.07E-05,0.186017817,0.000375635
2259,0.016807699,0.000672271,0.000719442,0.673455457,6.45E-11,0.014725725
2264,0.000257124,1.03E-05,1.10E-05,3.12E-05,1.80E-06,0.001965027
2268,0.064124531,0.002564841,0.002744808,0.674453169,6.46E-11,0.001152303
2269,0.065655255,0.002626066,0.002810329,0.821116801,6.99E-05,0.000257008
2270,0.078854836,0.003154021,0.003375329,0.674952025,6.46E-11,0.007829972
2271,0.131696224,0.00526756,0.005637169,0.000185185,0.000489195,0.001823711
2273,0.008770986,0.00035082,0.000375436,0.674952025,6.46E-11,0.000769908
2274,2.17E-05,8.67E-07,9.27E-07,0.000136996,0.000489195,0.000275606
2278,0.180533349,0.007220938,0.00772761,0.67545088,6.47E-11,8.49E-05
2279,0.243840449,0.009753083,0.010437428,0.000793819,7.48E-05,9.49E-07
2282,0.0787447,0.003149615,0.003370614,0.675949736,6.47E-11,0.002215322
2283,0.001406409,5.63E-05,6.02E-05,1.04E-05,5.01E-05,0.001132818
2284,0.103879883,0.004154968,0.004446509,0.676448592,6.48E-11,0.002345513
2286,0.000192674,7.71E-06,8.25E-06,1.44E-05,0.000253904,0.004501068
2287,0.253696159,0.01014729,0.010859295,0.676448592,6.48E-11,0.002560486
2288,0.001871236,7.48E-05,8.01E-05,3.19E-05,0.000253904,0.001010701
2289,0.006151992,0.000246066,0.000263332,0.676947448,6.48E-11,0.000262764
2290,0.002113387,8.45E-05,9.05E-05,2.03E-05,0.022847614,0.001100838
2293,0.82158986,0.032861793,0.035167607,0.677446304,6.49E-11,0.00015237
2295,5.69E-07,2.27E-08,2.43E-08,9.38E-05,0.000265702,0.000425076
2296,0.424110342,0.016963484,0.018153761,0.67794516,6.49E-11,0.000287798
2299,0.056460267,0.002258287,0.002416744,1.13E-05,0.000103842,0.000206142
2300,0.007671873,0.000306858,0.000328389,0.678444016,6.50E-11,0.00183739
2303,0.173716493,0.006948279,0.007435819,1.35E-05,0.001453238,1.37E-05
2304,0.012818295,0.000512704,0.000548679,0.678942872,6.50E-11,1.64E-06
2305,0.000338335,1.35E-05,1.45E-05,0.000826674,3.05E-05,0.000255647
2306,0.071189626,0.002847429,0.003047225,0.679441728,6.51E-11,0.001468916
2308,0.026865724,0.00107457,0.001149969,0.888462347,0.000129467,0.000335929
2310,0.008706276,0.000348232,0.000372666,0.679940583,6.51E-11,0.000335948
2313,0.054511271,0.002180331,0.002333319,0.0001308,0.028349896,0.001988797
2314,0.062708383,0.002508198,0.002684191,0.680439439,6.52E-11,0.000690957
2315,0.002124308,8.50E-05,9.09E-05,0.000309261,0.145718703,0.001471688
2316,8.15E-05,3.26E-06,3.49E-06,0.680938295,6.52E-11,0.000310322
2318,0.031541799,0.001261603,0.001350126,0.00163297,0.000639548,0.002927099
2319,2.99E-07,1.20E-08,1.28E-08,0.681437151,6.52E-11,0.000315455
2320,0.001859822,7.44E-05,7.96E-05,0.000206217,0.303163541,0.000802293
2321,0.000362658,1.45E-05,1.55E-05,0.681936007,6.53E-11,0.002215264
2322,0.000370145,1.48E-05,1.58E-05,0.00024002,6.07E-05,0.001536004
2323,0.014614196,0.000584536,0.000625551,0.682434863,6.53E-11,6.07E-05
2326,0.38806989,0.015521945,0.016611073,0.000393288,0.000132179,0.000157205
2328,0.080260792,0.003210256,0.00343551,0.682933719,6.54E-11,5.25E-06
2329,0.002210299,8.84E-05,9.46E-05,6.83E-05,0.010649854,0.000272969
2330,0.232880036,0.009314691,0.009968275,0.683432575,6.54E-11,0.002915947
2331,0.000179968,7.20E-06,7.70E-06,0.000318674,4.79E-05,0.000969661
2332,0.777840362,0.031111909,0.033294939,0.683931431,6.55E-11,0.001017126
2333,2.35E-08,9.40E-10,1.01E-09,1.62E-05,0.00084187,0.000344907
2335,0,0,0,0.684430287,6.55E-11,0.000339899
2338,0.188173558,0.00752653,0.008054644,0.000648637,7.83E-05,0.001456425
2339,0.000661366,2.65E-05,2.83E-05,0.684929142,6.56E-11,0.000820791
2340,0.007510815,0.000300416,0.000321495,1.65E-05,0.000686048,0.00123972
2341,0.0005345,2.14E-05,2.29E-05,0.685427998,6.56E-11,0.000109523
2343,0.075001894,0.002999911,0.003210406,1.76E-05,0.004826319,0.000239419
2345,0.011378794,0.000455127,0.000487062,0.685926854,6.57E-11,0.000530857
2346,0.00000722,2.89E-07,3.09E-07,0.000363257,8.36E-05,1.62E-05
2348,1.35E-06,5.41E-08,5.78E-08,0.68642571,6.57E-11,7.62E-05
2349,2.36E-05,9.45E-07,1.01E-06,0.00042964,0.124298323,0.001635815
2355,0.000765102,3.06E-05,3.27E-05,0.686924566,6.58E-11,1.94E-07
2356,7.70E-07,3.08E-08,3.29E-08,4.06E-05,8.96E-05,0.001161989
2357,0.133555805,0.005341939,0.005716767,0.687922278,6.59E-11,0.003308582
2358,0.09003684,0.003601276,0.003853967,6.27E-05,0.030811241,7.32E-05
2359,0.063393762,0.002535611,0.002713528,0.688421134,6.59E-11,0.000759802
2360,0.013680149,0.000547176,0.00058557,8.51E-05,0.025086023,0.002049842
2362,0.172036679,0.00688109,0.007363915,0.68891999,6.60E-11,2.51E-06
2363,0.110334804,0.00441315,0.004722808,0.000195093,0.843009671,0.003664445
2368,0.009892835,0.000395692,0.000423456,0.689418845,6.60E-11,0.000704876
2369,0.612116293,0.02448331,0.02620123,1.04E-05,6.18E-05,0.002688094
2371,0.000110023,4.40E-06,4.71E-06,0.689917701,6.61E-11,0.000252999
2372,0.17997023,0.007198415,0.007703506,7.57E-05,0.049563468,0.000495598
2375,0.000113973,4.56E-06,4.88E-06,0.690416557,6.61E-11,0.000132957
2376,4.74E-05,1.89E-06,2.03E-06,6.62E-05,0.139786375,0.000713158
2377,0.44119597,0.017646872,0.0188851,0.691414269,6.62E-11,0.000333694
2379,0.019871813,0.000794829,0.0008506,9.61E-05,0.004008278,8.50E-05
2380,0.000436874,1.75E-05,1.87E-05,0.691913125,6.63E-11,0.00092619
2381,0.822191851,0.032885872,0.035193375,0.000153792,0.298004158,3.16E-06
2382,0.001757273,7.03E-05,7.52E-05,0.692411981,6.63E-11,0.002208186
2383,0.23222461,0.009288475,0.00994022,0.000227044,1.90E-05,0.000521343
2384,0.157346674,0.006293522,0.00673512,0.692910837,6.63E-11,0.000106561
2386,0.000831088,3.32E-05,3.56E-05,5.54E-05,0.050082066,0.002201733
2388,0.103435851,0.004137207,0.004427503,0.693908549,6.64E-11,0.001938726
2389,9.03E-05,3.61E-06,3.86E-06,1.29E-05,4.16E-06,0.000123004
2390,0.006669404,0.000266762,0.000285479,0.694407404,6.65E-11,0.000890694
2391,0.005615043,0.000224589,0.000240348,2.06E-05,0.000442143,3.54E-07
2392,0.000131381,5.25E-06,5.62E-06,0.69490626,6.65E-11,0.000459402
2393,0.001602002,6.41E-05,6.86E-05,2.87E-05,0.095461158,0.00366578
2394,0.105347717,0.004213678,0.004509339,0.695405116,6.66E-11,0.000100076
2395,0.002410958,9.64E-05,0.000103199,5.75E-05,0.149863428,0.002600339
